phrase_original,phrase_normalized,structure,len,freq_global,doc_freq,pattern_score,in_gold,status,delta_f,f_score_after
dependencies event,dependency event,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.582985219610258e-05,
event threading,event threading,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.582985219610258e-05,
topic stories,topic story,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.582985219610258e-05,
evaluation metrics,evaluation metric,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.582985219610258e-05,
account novel,account novel,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.582985219610258e-05,
event recognition,event recognition,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.582985219610258e-05,
protocol overhead,protocol overhead,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
network alterations,network alteration,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
node failures,node failure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
auction theory,auction theory,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
theory literature,theory literature,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
reality bidders,reality bidder,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
bid withdrawal,bid withdrawal,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
solutions framework,solution framework,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
constraint programming,constraint programming,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
commitment contract,commitment contract,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
bid bonds,bid bond,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
solution reparability,solution reparability,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
auction scenarios,auction scenario,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
person recommendation,person recommendation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
cascade sizes,cascade size,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
pricing categories,pricing category,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
industry standards,industry standard,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
end workflow,end workflow,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
workflow composition,workflow composition,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
service provisioning,service provisioning,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
organisation environment,organisation environment,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
business scenarios,business scenario,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
service level,service level,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
level agreement,level agreement,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
scheduling service,scheduling service,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
business value,business value,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
computer ratio,computer ratio,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
scale integration,scale integration,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
design education,design education,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
end graphics,end graphic,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
video editing,video editing,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
web production,web production,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
video applications,video application,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
unix workstations,unix workstation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
computer laboratories,computer laboratory,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
video rendering,video rendering,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
technology deployment,technology deployment,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
application support,application support,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
implementation process,implementation process,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
representation scheme,representation scheme,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
concise manner,concise manner,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
engine development,engine development,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
world study,world study,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
spam detection,spam detection,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
search personalization,search personalization,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
preference prediction,preference prediction,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
feedback interpretation,feedback interpretation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
expertise areas,expertise area,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
baseline approaches,baseline approach,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
expertise relations,expertise relation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
university site,university site,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
broadcast news,broadcast news,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
telephone conversations,telephone conversation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
speech recognition,speech recognition,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
recognition tools,recognition tool,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
output word,output word,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
word confusion,word confusion,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
confusion networks,confusion network,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
query processing,query processing,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
term detection,term detection,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
detection evaluation,detection evaluation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
classification errors,classification error,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
instance pairs,instance pair,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
training process,training process,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
benchmark datasets,benchmark dataset,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
generation air,generation air,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
air transportation,air transportation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
weather info,weather info,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
traffic controllers,traffic controller,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
flow simulator,flow simulator,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
reinforcement learning,reinforcement learning,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
communication opportunities,communication opportunity,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
communication constraints,communication constraint,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
arguments exchange,argument exchange,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
interaction protocols,interaction protocol,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
hypotheses exchange,hypothesis exchange,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
burning building,burning building,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
decision aid,decision aid,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
aid tool,aid tool,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
proposal assessment,proposal assessment,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
negotiation procedure,negotiation procedure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
crisis management,crisis management,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
management context,management context,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
mediator agent,mediator agent,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
game theoretic,game theoretic,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
theoretic properties,theoretic property,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
mechanisms agents,mechanism agent,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
fi transmitters,fi transmitter,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
car manufacturers,car manufacturer,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
simulation environment,simulation environment,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
transportation network,transportation network,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
multiattribute auctions,multiattribute auction,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
offers traders,offer trader,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
pairwise trades,pairwise trade,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
multiattribute utility,multiattribute utility,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
utility theory,utility theory,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
network flow,network flow,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
solution techniques,solution technique,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
knowledge base,knowledge base,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.630908684270796e-05,
neighborhood proposals,neighborhood proposal,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
negotiation protocol,negotiation protocol,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
action space,action space,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
allocation algorithms,allocation algorithm,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
resource values,resource value,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
horizon mdps,horizon mdps,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
departure times,departure time,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
resource assignments,resource assignment,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
scheduling domain,scheduling domain,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
logic dimensions,logic dimension,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
relationship strategy,relationship strategy,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
intimacy level,intimacy level,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
negotiation balances,negotiation balance,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
scale email,scale email,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
support vector,support vector,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
vector machines,vector machine,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
art classification,art classification,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
email spam,email spam,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
blog spam,blog spam,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
detection tasks,detection task,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
omniscient knowledge,omniscient knowledge,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
answer session,answer session,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
probability distribution,probability distribution,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
art reputation,art reputation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
reputation values,reputation value,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
policy generation,policy generation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
interaction structure,interaction structure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
policy search,policy search,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
magnitude improvement,magnitude improvement,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
service needs,service need,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
multiagent negotiation,multiagent negotiation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
negotiation approaches,negotiation approach,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
service content,service content,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
service price,service price,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
version space,version space,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
similarity metrics,similarity metric,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
game isomorphism,game isomorphism,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
abstraction transformation,abstraction transformation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
signal space,signal space,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.678731485496801e-05,
nontrivial games,nontrivial game,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
space complexity,space complexity,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
commerce applications,commerce application,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
multiagent domains,multiagent domain,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
security domains,security domain,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
strategy selection,strategy selection,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
asap searches,asap search,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
reward strategy,reward strategy,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
mover advantage,mover advantage,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
agent capabilities,agent capability,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
task structure,task structure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
self design,self design,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
processor resources,processor resource,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
osd agents,osd agent,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
ontology learning,ontology learning,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
ontology building,ontology building,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
building solution,building solution,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
matching mechanisms,matching mechanism,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
concept hierarchies,concept hierarchy,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
alignment procedure,alignment procedure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
influence diagrams,influence diagram,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
decision variables,decision variable,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
filtering techniques,filtering technique,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
order mechanism,order mechanism,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
equity markets,equity market,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
butterfly effects,butterfly effect,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
market activity,market activity,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
order sequence,order sequence,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
book state,book state,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
limit order,limit order,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.726453857206714e-05,
dominant bidding,dominant bidding,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
multiple auctions,multiple auction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
novel options,novel option,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
strategic issue,strategic issue,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
greater efficiency,great efficiency,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
autonomous agents,autonomous agent,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
individual issues,individual issue,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
different agents,different agent,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
true optimum,true optimum,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
approximate strategies,approximate strategy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
orthogonal improvements,orthogonal improvement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
separate value,separate value,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
better solution,well solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
total reward,total reward,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
higher solution,high solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
successful negotiation,successful negotiation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
joint improvements,joint improvement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
direct conflict,direct conflict,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
different parties,different party,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
unnecessary disclosure,unnecessary disclosure,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
objective calculation,objective calculation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
continuous values,continuous value,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
optimal values,optimal value,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
optimal frontier,optimal frontier,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
economic interactions,economic interaction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
right attributes,right attribute,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
coalitional solution,coalitional solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
dimensional contracts,dimensional contract,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
direct experience,direct experience,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
superior estimates,superior estimate,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
independent beta,independent beta,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
sufficient statistics,sufficient statistic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
novel solution,novel solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
centralised reputation,centralised reputation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
expected rewards,expected reward,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
extended markov,extended markov,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
greedy action,greedy action,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
efficient control,efficient control,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
markovian environments,markovian environment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
emt instantiation,emt instantiation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
current algorithms,current algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
general dcop,general dcop,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
pseudotree structure,pseudotree structure,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
extended set,extended set,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
separate branches,separate branch,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
induced width,induced width,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
maximum dimensionality,maximum dimensionality,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
sequential path,sequential path,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
traditional pseudotree,traditional pseudotree,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
edged pseudotree,edged pseudotree,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
multiple heuristics,multiple heuristic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
best pseudotree,good pseudotree,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
linear space,linear space,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
consistent combination,consistent combination,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
mutual constraints,mutual constraint,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
shared environment,shared environment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
common belief,common belief,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
different strategies,different strategy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
major motivation,major motivation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
clearer understanding,clear understanding,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
mutual advice,mutual advice,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
computational cycles,computational cycle,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
epistemic properties,epistemic property,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
main ideas,main idea,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
concurrent programs,concurrent program,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
temporal logic,temporal logic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
social stance,social stance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
institutional frameworks,institutional framework,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
wide spectrum,wide spectrum,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
communicative abstractions,communicative abstraction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
limited range,limited range,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
fixed set,fixed set,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
defined abstractions,defined abstraction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
main hypothesis,main hypothesis,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
semantic core,semantic core,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
essential structure,essential structure,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
formal execution,formal execution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
social interactions,social interaction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
abstract machine,abstract machine,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
organizational programming,organizational programming,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
open set,open set,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
key solution,key solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
main advantage,main advantage,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
fair solution,fair solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
general case,general case,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
specific voting,specific voting,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
general voting,general voting,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
approximate shapley,approximate shapley,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
vital role,vital role,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
centric approaches,centric approach,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
present agent,present agent,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
primitive building,primitive building,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
higher level,high level,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
social commitments,social commitment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
flexible interactions,flexible interaction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
conventional agent,conventional agent,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
joint deliberation,joint deliberation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
amal framework,amal framework,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
